,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
605,"Auf der Fuhren 452G, 3822 Lauterbrunnen, Schweiz", 74 ,2 Sterne,Gasthaus,"8,6"," 9,0 ","9,4","8,6","9,6", Schweiz,https://www.booking.com/hotel/ch/crystal-lauterbrunnen.de.html,Hotel Crystal,"46.59532483,7.90756524","8,3","9,3",Bern
606,"22 Sensemattstrasse, 3174 Thörishaus, Schweiz",NaN,,Gasthaus,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/gasthof-sternen-thorishaus.de.html,Gasthof Sternen,"46.89311000,7.35118900",NaN,NaN,Bern
607,"Alte Bernstrasse 11, 3322 Schönbühl, Schweiz", 110 ,3,Hotel,"8,0"," 8,6 ","9,2","8,3","8,4", Schweiz,https://www.booking.com/hotel/ch/landgasthof-schonbuhl.de.html,Hotel Landgasthof Schönbühl,"47.01964372,7.49822795","7,9","9,4",Bern
608,"Gotthelfstrasse 11b, 3432 Lützelflüh, Schweiz", 147 ,,Gasthaus,"8,6"," 8,8 ","9,3","8,9","8,5", Schweiz,https://www.booking.com/hotel/ch/gemeinschaftshaus-im-oberdorf.de.html,Gemeinschaftshaus im Oberdorf,"47.00788219,7.68957797","8,6","9,2",Bern
609,"75 Dorfstrasse Gasthof Linde, 3815 Gundlischwand, Schweiz", 96 ,2,Hotel,"6,9"," 7,9 ","9,0","7,3","7,9", Schweiz,https://www.booking.com/hotel/ch/restaurant-linde.de.html,Hotel-Restaurant-Linde,"46.63217300,7.91244200","7,9","8,3",Bern
610,"Bahnhofstrasse 46, 3292 Busswil, Schweiz", 49 ,3,Hotel,"8,5"," 8,7 ","9,0","8,6","8,0", Schweiz,https://www.booking.com/hotel/ch/rapssli-busswil.de.html,Hotel Rössli,"47.10090100,7.32699707","8,3","9,4",Bern
611,"Seestrasse 108, 3800 Interlaken, Schweiz", 234 ,3,Hotel,"8,2"," 8,4 ","9,0","8,3","8,1", Schweiz,https://www.booking.com/hotel/ch/landhotel.de.html,SALZANO Hotel - Spa - Restaurant,"46.68099484,7.82834351","7,6","8,9",Bern
612,"Grimselstrasse 82, 3860 Meiringen, Schweiz", 297 ,,Gasthaus,"6,9"," 7,6 ","8,4","7,0","8,1", Schweiz,https://www.booking.com/hotel/ch/tourist-meiringen.de.html,Hotel Tourist,"46.71908367,8.19060266","7,3","8,2",Bern
613,"Am Kienbach, 3815 Gundlischwand, Schweiz", 80 ,,Gasthaus,"7,6"," 8,1 ","9,1","7,8","8,1", Schweiz,https://www.booking.com/hotel/ch/saumertaverne-gundlischwand.de.html,Säumertaverne,"46.63680201,7.92622268","7,3","8,7",Bern
614,"Schoren, 3807 Iseltwald, Schweiz", 610 ,3,Hotel,"8,5"," 8,9 ","8,9","8,7","9,6", Schweiz,https://www.booking.com/hotel/ch/chalet-du-lac.de.html,Hotel Châlet Du Lac,"46.71164314,7.96825022","8,3","9,3",Bern
615,"La Chaux-d'Abel, 88 88, 2333 La Ferrière, Schweiz", 21 ,,Hotel,"9,0"," 9,1 ","9,4","8,8","8,9", Schweiz,https://www.booking.com/hotel/ch/de-la-chaux-d-39-abel.de.html,Hôtel de la Chaux-d'Abel,"47.15102600,6.91250800","8,7","9,6",Bern
616,"Hauptstrasse 11, 3855 Brienz, Schweiz", 267 ,3,Hotel,"7,3"," 8,0 ","8,5","7,5","8,8", Schweiz,https://www.booking.com/hotel/ch/brienzerburli.de.html,Hotel Brienzerburli,"46.75575641,8.02533031","7,2","8,5",Bern
617,"., 3823 Kleine Scheidegg, Schweiz", 256 ,,Hotel,"8,0"," 8,8 ","9,2","8,0","9,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-eigernordwand.de.html,Restaurant Hotel Eigernordwand,"46.58634383,7.96104580","8,8","9,0",Bern
618,"Promenade Jean-Jacques Rousseau 1, 2520 La Neuveville, Schweiz", 119 ,3,Hotel,"8,4"," 8,8 ","9,0","8,6","9,4", Schweiz,https://www.booking.com/hotel/ch/jean-jacques-rousseau.de.html,Hotel Jean-Jacques Rousseau,"47.06049523,7.09012181","7,9","9,4",Bern
619,"Hauptstrasse 123, 3855 Brienz, Schweiz", 170 ,3,Hotel,"8,9"," 9,0 ","9,0","9,1","9,2", Schweiz,https://www.booking.com/hotel/ch/steinbock-brienz.de.html,Hotel Steinbock,"46.75427528,8.03494066","8,3","9,6",Bern
620,"Hauptstrasse 72, 3855 Brienz, Schweiz", 129 ,,Gasthaus,"6,8"," 7,7 ","8,0","7,1","9,0", Schweiz,https://www.booking.com/hotel/ch/seehotel-baren.de.html,Seehotel Bären,"46.75432306,8.02983373","7,0","8,0",Bern
621,"Dorf, 3766 Boltigen, Schweiz", 97 ,2,Hotel,"8,0"," 8,5 ","8,9","8,2","8,3", Schweiz,https://www.booking.com/hotel/ch/simmental.de.html,Hotel Simmental,"46.62896518,7.39014298","8,5","9,1",Bern
622,"Interlakenstrasse 79, 3705 Faulensee, Schweiz", 154 ,,Gasthaus,"5,2"," 5,9 ","6,3","5,3","7,5", Schweiz,https://www.booking.com/hotel/ch/gasthof-bellerive.de.html,Guest House Bellerive,"46.67544070,7.70243600","5,4","5,3",Bern
623,"Möschberg, 3506 Grosshochstetten, Schweiz", 41 ,,Hotel,"8,3"," 9,0 ","9,6","8,4","9,2", Schweiz,https://www.booking.com/hotel/ch/seminar-kultur-moschberg.de.html,Bio Garni Möschberg,"46.90963070,7.64870170","8,8","9,3",Bern
624,"Stoffelberg, 3706 Leissigen, Schweiz", 25 ,3,Hotel,"8,4"," 9,1 ","9,8","9,0","9,7", Schweiz,https://www.booking.com/hotel/ch/meielisalp-leissigen.de.html,Hotel Meielisalp,"46.65085500,7.78871200","8,2","9,5",Bern
625,"Blausee, 3717 Blausee, Schweiz", 301 ,3,Hotel,"8,3"," 8,6 ","8,9","8,5","9,3", Schweiz,https://www.booking.com/hotel/ch/blausee.de.html,Hotel Blausee,"46.53378664,7.66679674","7,6","9,0",Bern
626,"Le Rondez 2, 2716 Sornetan, Schweiz", 24 ,,Hotel,"7,7"," 8,5 ","9,4","8,1","8,9", Schweiz,https://www.booking.com/hotel/ch/centre-de-sornetan.de.html,Centre de Sornetan,"47.27337598,7.21378183","7,8","9,2",Bern
627,"Route Principale 27, 2535 Frinvillier, Schweiz", 91 ,,Gasthaus,"5,1"," 6,1 ","7,3","5,1","6,1", Schweiz,https://www.booking.com/hotel/ch/restaurant-de-la-truite.de.html,Forellenhof Hotel de la Truite,"47.16898139,7.25462504","5,8","6,9",Bern
628,"Hauptstrasse 143, 3855 Brienz, Schweiz", 385 ,,Hotel,"7,3"," 8,0 ","8,5","7,5","8,9", Schweiz,https://www.booking.com/hotel/ch/weisses-kreuz-brienz.de.html,Hotel Weisses Kreuz,"46.75490743,8.03795546","7,4","8,5",Bern
629,"Dorf, 6085 Hasliberg, Schweiz", 80 ,,Hotel,"9,1"," 9,1 ","9,8","9,0","8,9", Schweiz,https://www.booking.com/hotel/ch/gasthof-zur-post.de.html,Gasthof zur Post,"46.73934408,8.19926687","8,4","9,6",Bern
630,"Saali 251, 3625 Heiligenschwendi, Schweiz", 100 ,3 Sterne,Gasthaus,"7,1"," 8,1 ","8,8","7,3","8,7", Schweiz,https://www.booking.com/hotel/ch/bellevue-heiligenschwendi.de.html,Hotel Bellevue,"46.74574787,7.68104196","7,8","8,7",Bern
631,"Bernstrasse 28, 3110 Münsingen, Schweiz", 102 ,3,Hotel,"6,7"," 7,0 ","6,8","6,6","7,3", Schweiz,https://www.booking.com/hotel/ch/gasthof-lapwen.de.html,Gasthof Löwen,"46.87898025,7.56084077","6,3","7,9",Bern
632,"Dorfstrasse 66, 3534 Signau, Schweiz", 132 ,,Gasthaus,"7,7"," 8,3 ","9,2","7,8","8,2", Schweiz,https://www.booking.com/hotel/ch/gasthof-zum-roten-thurm.de.html,Gasthof zum roten Thurm,"46.91914329,7.72349328","8,4","8,6",Bern
633,"Schoren, 3807 Iseltwald, Schweiz",NaN,3 Sterne,Gasthaus,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/bellevue-iseltwald.de.html,Boutique Hotel Bellevue Iseltwald,"46.71252590,7.96938211",NaN,NaN,Bern
634,"Flecklistrasse 40, 3715 Adelboden, Schweiz", 82 ,3,Hotel,"8,0"," 8,5 ","9,0","8,2","8,2", Schweiz,https://www.booking.com/hotel/ch/alpina-adelboden.de.html,Ferien- und Familienhotel Alpina Adelboden,"46.48448181,7.56697565","8,0","9,1",Bern
635,"Dorfstrasse 14, 3862 Innertkirchen, Schweiz", 136 ,,Gasthaus,"6,3"," 7,3 ","8,3","6,5","7,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-alpina-innertkirchen.de.html,Hotel-Restaurant Alpina,"46.70575490,8.22611779","7,0","7,7",Bern
636,"Ruedihusweg 37/8, 3718 Kandersteg, Schweiz", 100 ,,Gasthaus,"8,9"," 9,0 ","9,2","8,6","9,4", Schweiz,https://www.booking.com/hotel/ch/landgasthof-ruedihus.de.html,Landgasthof Ruedihus,"46.48751977,7.66711056","8,4","9,3",Bern
637,"Hauptstrasse 49, 3806 Bönigen, Schweiz", 92 ,,Gasthaus,"6,7"," 7,2 ","7,5","6,9","8,0", Schweiz,https://www.booking.com/hotel/ch/walida.de.html,Hotel Walida,"46.68772019,7.89687127","6,9","7,3",Bern
638,"Sigriswilstr. 117, 3655 Sigriswil, Schweiz", 161 ,4,Hotel,"8,6"," 8,8 ","9,1","8,9","8,9", Schweiz,https://www.booking.com/hotel/ch/solbad-sigriswil.de.html,Solbad Hotel Sigriswil,"46.71551984,7.71467954","7,8","9,2",Bern
639,"Stiegelschwandstrasse 66, 3715 Adelboden, Schweiz", 48 ,,Hotel,"8,9"," 9,0 ","9,6","8,8","9,0", Schweiz,https://www.booking.com/hotel/ch/restaurant-schermtanne.de.html,Restaurant Hotel Schermtanne,"46.48930485,7.52668691","8,2","9,7",Bern
640,"Engi 485, 6086 Hasliberg, Schweiz", 84 ,,Hotel,"9,1"," 9,3 ","9,5","9,5","9,5", Schweiz,https://www.booking.com/hotel/ch/reuti.de.html,Hotel Reuti,"46.73269134,8.20978045","8,4","9,9",Bern
641,"Berghaus Bäregg, 3818 Grindelwald, Schweiz", 16 ,,Gasthaus,"8,3"," 8,9 ","9,4","8,4","9,4", Schweiz,https://www.booking.com/hotel/ch/berghaus-ba-regg.de.html,Berghaus Bäregg,"46.60042793,8.05998883","8,4","9,4",Bern
642,"Schulhausgasse 3, 3860 Meiringen, Schweiz", 125 ,,Hotel,"5,5"," 6,6 ","7,2","5,6","8,2", Schweiz,https://www.booking.com/hotel/ch/adler-central.de.html,Hotel Adler Central,"46.72763184,8.18895578","6,4","6,8",Bern
643,"Moos 36, 2513 Twann, Schweiz", 65 ,3,Hotel,"7,2"," 7,9 ","8,8","7,4","8,5", Schweiz,https://www.booking.com/hotel/ch/baeren-twann.de.html,Hotel Baeren Twann,"47.09474586,7.15654135","7,1","8,6",Bern
644,"Thunstrasse 2, 3700 Spiez, Schweiz", 70 ,,Hotel,"7,0"," 7,5 ","7,8","7,1","8,1", Schweiz,https://www.booking.com/hotel/ch/lotschberg-spiez.de.html,Hotel Lötschberg,"46.68992019,7.67521612","7,1","7,9",Bern
645,"Pochtenalp, 3723 Kiental, Schweiz", 27 ,,Hotel,"7,6"," 8,3 ","8,6","7,8","9,0", Schweiz,https://www.booking.com/hotel/ch/waldrand-kiental.de.html,Hotel Waldrand,"46.54929855,7.75892258","7,7","9,1",Bern
646,"Göttibachweg 2, 3600 Thun, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/tertianum-bellevuepark.de.html,Tertianum Bellevue-Park,"46.75556800,7.63515700",NaN,NaN,Bern
647,"Huttwilstrasse 22, 3463 Hausernmoos, Schweiz", 59 ,2,Hotel,"7,7"," 8,3 ","9,3","7,9","7,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-koi-gartenteich.de.html,Hotel Restaurant Koi-Gartenteich,"47.07894117,7.74923176","8,4","9,1",Bern
648,"Obere Bahnhofstrasse 10, 3714 Frutigen, Schweiz", 99 ,3,Hotel,"8,1"," 8,5 ","9,0","8,3","8,4", Schweiz,https://www.booking.com/hotel/ch/national-frutigen.de.html,Hotel National,"46.58878153,7.64759213","7,9","9,2",Bern
649,"Scheidgasse 46, 3703 Aeschi, Schweiz", 169 ,3,Hotel,"8,1"," 8,6 ","9,1","8,1","9,2", Schweiz,https://www.booking.com/hotel/ch/chalet-bergblick-aeschi-bspiez.de.html,Hotel Chalet Bergblick,"46.65036895,7.70200670","8,3","8,9",Bern
650,"Zollbrückstrasse 35, 3439 Ranflüh, Schweiz", 89 ,,Gasthaus,"8,6"," 8,7 ","9,0","8,8","8,3", Schweiz,https://www.booking.com/hotel/ch/gasthof-baren.de.html,Gasthof Bären,"46.98640059,7.74054408","8,4","9,3",Bern
651,"Swiss Alp  Resort 1 , 3818 Grindelwald, Schweiz", 37 ,5,Hotel,"8,4"," 8,5 ","8,3","8,6","9,3", Schweiz,https://www.booking.com/hotel/ch/romantik-schweizerhof-grindelwald.de.html,Romantik Hotel Schweizerhof,"46.62558145,8.03208947","7,0","9,1",Bern
652,"Hauptstrasse, 3852 Ringgenberg, Schweiz", 148 ,2,Hotel,"6,9"," 7,6 ","8,7","7,1","7,8", Schweiz,https://www.booking.com/hotel/ch/baren-ringgenberg.de.html,Hotel Bären,"46.70047122,7.89209157","7,1","7,7",Bern
653,"Chemin des Lovières 13, 2720 Tramelan, Schweiz", 37 ,,Hotel,"7,9"," 8,3 ","9,1","7,8","8,2", Schweiz,https://www.booking.com/hotel/ch/cip-tramelan.de.html,CIP Tramelan,"47.21925753,7.10251259","7,7","9,2",Bern
654,"Längenschachen 28, 3653 Oberhofen am Thunersee, Schweiz", 91 ,2,Hotel,"7,4"," 8,0 ","8,2","7,8","8,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-niesenblick.de.html,Hotel Restaurant Niesenblick,"46.72431510,7.68193398","7,4","8,4",Bern
655,"Griesalp 5, 3723 Kiental, Schweiz", 170 ,,Hotel,"7,9"," 8,3 ","8,5","7,8","9,0", Schweiz,https://www.booking.com/hotel/ch/griesalp-hotelzentrum.de.html,Griesalp Hotels,"46.54741625,7.76170537","7,5","8,8",Bern
656,"Harderstrasse 15, 3800 Interlaken, Schweiz", 135 ,3,Hotel,"5,3"," 6,2 ","6,9","5,6","7,7", Schweiz,https://www.booking.com/hotel/ch/harder-minerva.de.html,Hotel Harder Minerva,"46.68659047,7.85507306","5,2","6,1",Bern
657,"95 Aarbergstrasse, 2502 Biel/Bienne, Schweiz", 14 ,,Hotel,"9,1"," 9,1 ","9,0","9,3","8,8", Schweiz,https://www.booking.com/hotel/ch/orion-biel.de.html,Orion,"47.13398500,7.24024100","8,3","9,8",Bern
658,"Gros Clos 4, 2742 Perrefitte, Schweiz", 97 ,3,Hotel,"9,3"," 9,2 ","9,5","9,3","8,8", Schweiz,https://www.booking.com/hotel/ch/ha-tel-de-l-etoile.de.html,Hôtel de l'Etoile,"47.27452856,7.34300852","8,9","9,5",Bern
659,"Bahnhofstrasse 1, 3713 Reichenbach, Schweiz", 133 ,2,Hotel,"8,4"," 8,7 ","9,3","8,4","8,1", Schweiz,https://www.booking.com/hotel/ch/bahnhof-reichenbach.de.html,Hotel Bahnhof,"46.62585039,7.69039482","8,6","9,4",Bern
660,"Schwarzwaldalp, 3860 Meiringen, Schweiz", 21 ,,Hotel,"8,0"," 8,8 ","9,8","8,1","9,4", Schweiz,https://www.booking.com/hotel/ch/chalet-schwarzwaldalp.de.html,Chalet-Hotel Schwarzwaldalp,"46.67586056,8.13380420","8,2","9,4",Bern
661,"Bärenplatz 5, 3177 Laupen, Schweiz", 8 ,,Gasthaus,"7,5"," 8,2 ","8,8","6,9","8,4", Schweiz,https://www.booking.com/hotel/ch/gasthof-baren-laupen.de.html,Gasthof Bären Laupen,"46.90323800,7.23867400","8,4","9,1",Bern
662,"Dorfstrasse 32, 3550 Langnau im Emmental, Schweiz", 86 ,,Hotel,"7,6"," 8,1 ","8,7","7,6","8,5", Schweiz,https://www.booking.com/hotel/ch/garni-emmental.de.html,Hotel Emmental,"46.93826076,7.78735936","7,4","8,7",Bern
663,"Griesalpstrasse 60, 3723 Kiental, Schweiz", 136 ,2 Sterne,Aparthotel,"7,2"," 8,1 ","8,9","7,5","8,6", Schweiz,https://www.booking.com/hotel/ch/baren.de.html,Hotel Bären,"46.58756863,7.72360861","7,8","8,7",Bern
664,"Lüderenalp, 3457 Sumiswald, Schweiz",NaN,3,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/panorama-barnsicht-wasen-im-emmental.de.html,Panorama Hotel Bärnsicht,"47.00233925,7.82624489",NaN,NaN,Bern
665,"Schauplatzgasse 10, 3011 Bern, Schweiz", 1.070 ,4,Hotel,"8,8"," 9,1 ","9,4","8,9","9,7", Schweiz,https://www.booking.com/hotel/ch/best-western-bristol.de.html,The Bristol,"46.94744981,7.44241320","8,0","9,4",Bern
666,"Dorfstrasse 36, 3655 Sigriswil, Schweiz", 109 ,3 Sterne,Gasthaus,"8,1"," 8,7 ","9,4","8,1","8,9", Schweiz,https://www.booking.com/hotel/ch/adler-sigriswil.de.html,Hotel Adler,"46.71867728,7.71389768","8,0","9,3",Bern
667,"Rütti, 3824 Stechelberg, Schweiz", 208 ,,Hotel,"7,0"," 7,7 ","7,9","7,2","8,7", Schweiz,https://www.booking.com/hotel/ch/und-restaurant-stechelberg.de.html,Hotel und Restaurant Stechelberg,"46.54512213,7.90251330","7,0","8,1",Bern
668,"Bernstrasse 16, 3054 Bern, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/bs16.de.html,BS16,"47.04197500,7.38694500",NaN,NaN,Bern
669,"Lehnweg 27-31, 3800 Interlaken, Schweiz", 102 ,,Hotel,"7,4"," 8,0 ","8,9","7,6","8,4", Schweiz,https://www.booking.com/hotel/ch/residence-golf.de.html,Salzano Basic Rooms Interlaken,"46.68099300,7.82826841","7,4","8,3",Bern
670,"Bären 151, 3864 Guttannen, Schweiz", 51 ,,Gasthaus,"6,9"," 8,0 ","8,8","7,4","8,5", Schweiz,https://www.booking.com/hotel/ch/baren-guttannen.de.html,Hotel Bären Guttannen,"46.65507500,8.28921200","7,5","8,7",Bern
671,"Am Quai 1, 3806 Bönigen, Schweiz", 29 ,2,Hotel,"7,4"," 8,4 ","9,3","7,8","9,2", Schweiz,https://www.booking.com/hotel/ch/oberlaenderhof.de.html,Hotel Oberländerhof,"46.68802010,7.89791733","8,1","8,7",Bern
672,"Murtenstrasse 78, 3202 Frauenkappelen, Schweiz", 50 ,,Gasthaus,"6,8"," 7,5 ","8,1","6,9","7,6", Schweiz,https://www.booking.com/hotel/ch/landgasthof-baren-frauenkappelen.de.html,Landgasthof Bären,"46.95546728,7.33643657","7,4","8,3",Bern
673,"Spiezstrasse 12, 3714 Frutigen, Schweiz", 80 ,3 Sterne,Gasthaus,"8,3"," 8,6 ","9,2","8,5","8,5", Schweiz,https://www.booking.com/hotel/ch/restaurant-rustica.de.html,Hotel Restaurant Rustica,"46.59429270,7.65145987","8,3","8,8",Bern
674,"Schönbühl, 3807 Iseltwald, Schweiz", 100 ,3,Hotel,"7,4"," 8,0 ","8,1","7,8","9,4", Schweiz,https://www.booking.com/hotel/ch/strandhotel.de.html,Hotel Strandhotel,"46.71185831,7.96297163","7,1","8,3",Bern
675,"Schwarzenburgerstrasse 134, 3097 Bern, Schweiz", 42 ,,Hotel,"8,8"," 8,6 ","8,9","8,8","7,6", Schweiz,https://www.booking.com/hotel/ch/landhaus-liebefeld.de.html,Landhaus Liebefeld,"46.93203464,7.42124621","8,0","9,3",Bern
676,"Stalden, 3816 Lütschental, Schweiz", 116 ,,Gasthaus,"6,7"," 7,3 ","8,1","6,8","7,5", Schweiz,https://www.booking.com/hotel/ch/stalden.de.html,Hotel Stalden,"46.63723480,7.96780765","7,1","7,4",Bern
677,"Gartenweg 5, 3715 Adelboden, Schweiz", 7 ,1-Stern-Hotel,Hotel,"8,2"," 8,9 ","9,6","8,2","8,9", Schweiz,https://www.booking.com/hotel/ch/hari-im-schlegeli-adelboden.de.html,Pension Hari im Schlegeli,"46.49623197,7.56490499","9,3","9,3",Bern
678,"Höheweg 92, 3800 Interlaken, Schweiz",NaN,4,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/carlton-europe-vintage-adults.de.html,Carlton-Europe Vintage Adults Hotel,"46.68933100,7.86570100",NaN,NaN,Bern
679,"Hauptstrasse 35, 3854 Oberried, Schweiz", 125 ,,Hotel,"7,0"," 7,7 ","8,7","7,0","8,1", Schweiz,https://www.booking.com/hotel/ch/rapssli-oberried.de.html,Hotel Rössli,"46.73772279,7.96289921","7,2","8,0",Bern
680,"Gr. Muristalden 2, Kirchenfeld-Schosshalde, 3006 Bern, Schweiz", 5 ,,Aparthotel,"10,0"," 9,9 ",10,"10,0","10,0", Schweiz,https://www.booking.com/hotel/ch/zollhaus.de.html,Zollhaus,"46.94832300,7.45935300","9,5","10,0",Bern
681,"71 Lindachstrasse, 3038 Kirchlindach, Schweiz", 15 ,,Hotel,"3,8"," 4,5 ","4,6","3,8","5,7", Schweiz,https://www.booking.com/hotel/ch/najara.de.html,Najara-Hotel,"47.00341600,7.42728400","4,3","4,8",Bern
682,"Simplongasse 2, 3714 Frutigen, Schweiz", 11 ,,Hotel,"7,5"," 8,1 ","8,2","8,0","8,4", Schweiz,https://www.booking.com/hotel/ch/restaurant-simplon-frutigen.de.html,Hotel Restaurant Simplon,"46.58618061,7.64771863","8,2","8,2",Bern
683,"4 Ebenenfeld, 3703 Aeschi, Schweiz", 74 ,,Hotel,"8,9"," 9,0 ","9,1","8,7","9,4", Schweiz,https://www.booking.com/hotel/ch/chemihutte.de.html,Chemihütte,"46.64921040,7.72092270","8,3","9,4",Bern
684,"16 Dorfstrasse, 3714 Frutigen, Schweiz", 84 ,,Hotel,"7,7"," 8,4 ","9,4","7,7","8,5", Schweiz,https://www.booking.com/hotel/ch/landhaus-adler.de.html,Hotel Landhaus Adler,"46.58819639,7.64566885","8,3","8,9",Bern
685,"Hauptstrasse 2, 2572 Mörigen, Schweiz", 46 ,,Hotel,"8,2"," 8,6 ","9,2","8,1","8,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-seeblick.de.html,Restaurant-Hotel Seeblick,"47.08516290,7.21225450","7,7","9,4",Bern
686,"Bäraustr. 42, 3550 Langnau im Emmental, Schweiz", 75 ,1-Stern-Hotel,Hotel,"7,5"," 7,9 ","8,7","7,3","7,9", Schweiz,https://www.booking.com/hotel/ch/landgasthof-adler.de.html,Landgasthof-Hotel Adler,"46.93284328,7.81106472","7,8","8,4",Bern
687,"55 Nessental 1.OG gasthaus Terrasse, 3863 Gadmen, Schweiz", 47 ,,Gasthaus,"7,8"," 8,6 ","9,6","7,7","9,0", Schweiz,https://www.booking.com/hotel/ch/quot-terrasse-quot-nessental.de.html,"""Terrasse"" Nessental","46.72063800,8.29567600","8,9","8,6",Bern
688,"Mühlegasse 2, 3417 Ruegsau, Schweiz", 42 ,,Gasthaus,"8,0"," 8,4 ","9,1","7,5","8,2", Schweiz,https://www.booking.com/hotel/ch/ba-ren.de.html,Gasthof Bären,"47.02527182,7.67431498","8,2","9,2",Bern
689,"Hauptstraße 254, 3865 Brienz, Schweiz", 85 ,3,Hotel,"7,5"," 8,0 ","8,2","7,8","8,4", Schweiz,https://www.booking.com/hotel/ch/brienz.de.html,Hotel Brienz,"46.74961845,8.05271834","7,4","8,8",Bern
690,"Ramslauenen, 3723 Kiental, Schweiz", 19 ,,Hotel,"8,0"," 8,4 ","9,5","7,2","8,9", Schweiz,https://www.booking.com/hotel/ch/berghaus-ramslauenen.de.html,Berghaus Ramslauenen,"46.58798800,7.72381800","7,8","9,1",Bern
691,"Dorf 42, 4955 Gondiswil, Schweiz", 112 ,,Gasthaus,"7,8"," 8,5 ","9,5","7,8","8,2", Schweiz,https://www.booking.com/hotel/ch/gasthof-rapssli-gondiswil.de.html,Gasthof Rössli Gondiswil,"47.14597016,7.87220567","8,7","9,0",Bern
692,"Sustenpass, 6484 Stein, Schweiz", 35 ,,Hotel,"7,6"," 8,1 ","8,6","7,5","8,9", Schweiz,https://www.booking.com/hotel/ch/sustenpass-hospiz.de.html,Berggasthaus Hospiz,"46.72867232,8.44902704","7,7","8,2",Bern
693,"Hauptstrasse 218, 3852 Ringgenberg, Schweiz", 43 ,,Hotel,"6,1"," 6,8 ","8,1","6,4","7,0", Schweiz,https://www.booking.com/hotel/ch/milan.de.html,Hotel Milan B&B,"46.70365344,7.89861202","5,7","7,1",Bern
694,"Heidbühl, 3537 Eggiwil, Schweiz", 8 ,3,Hotel,"8,1"," 8,8 ","9,7","8,1","9,1", Schweiz,https://www.booking.com/hotel/ch/hirschen-eggiwil.de.html,Hirschen Eggiwil,"46.87258038,7.80257821","8,1","9,4",Bern
695,"Fürten 215b, 3716 Kandergrund, Schweiz", 71 ,,Gasthaus,"7,2"," 7,9 ","8,7","7,5","7,9", Schweiz,https://www.booking.com/hotel/ch/restaurant-felsenburg.de.html,Restaurant Felsenburg,"46.53961858,7.66739774","8,0","8,1",Bern
696,"Hornbachgraben 1520, 3457 Wasen, Schweiz", 28 ,,Gasthaus,"8,2"," 8,7 ","8,9","8,4","8,6", Schweiz,https://www.booking.com/hotel/ch/gastwirtschaft-hornbach-pinte-wasen.de.html,Gastwirtschaft Hornbach-pinte,"47.04788500,7.82585800","8,9","9,3",Bern
697,"Grand Rue 17, 2333 La Ferrière, Schweiz", 20 ,,Gasthaus,"8,5"," 8,8 ","9,1","8,5","8,6", Schweiz,https://www.booking.com/hotel/ch/logis-de-la-licorne.de.html,Logis de la Licorne,"47.14281410,6.89264953","8,5","9,8",Bern
698,"Kemmeriboden, 6197 Schangnau, Schweiz", 65 ,3,Hotel,"9,2"," 9,2 ","9,6","9,1","9,1", Schweiz,https://www.booking.com/hotel/ch/kemmeriboden-bad.de.html,Kemmeriboden-Bad Swiss Quality Hotel,"46.80240225,7.93540925","8,4","9,8",Bern
699,"Schwandenstrasse 65, 3657 Schwanden, Schweiz", 102 ,2,Hotel,"7,0"," 7,7 ","8,6","7,2","8,2", Schweiz,https://www.booking.com/hotel/ch/rothorn.de.html,Hotel Rothorn,"46.73515105,7.71423697","6,9","8,2",Bern
700,"Senggi 82, 3757 Schwenden, Schweiz", 26 ,,Hotel,"6,2"," 7,3 ","8,2","6,2","8,5", Schweiz,https://www.booking.com/hotel/ch/restaurant-spillgerten-diemtigtal.de.html,Hotel Restaurant Spillgerten Diemtigtal,"46.56854600,7.48296500","7,6","7,3",Bern
701,"Schürchenstrasse 1, 4704 Wolfisberg, Schweiz", 29 ,,Hotel,"7,4"," 8,2 ","9,3","7,3","8,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-alpenblick-wolfisberg.de.html,Hotel Restaurant Alpenblick,"47.27293344,7.65933014","7,4","8,6",Bern
702,"Ahorn 125B, 4952 Eriswil, Schweiz", 5 ,,Gasthaus,"8,5"," 8,6 ",10,"7,0","9,5", Schweiz,https://www.booking.com/hotel/ch/bergrestaurant-ahorn-alp.de.html,Bergrestaurant Ahorn Alp,"47.04720500,7.87012600","8,0","8,5",Bern
